Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Mon Nov 26 2012,8:00p,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,18203,
Mon Nov 26 2012,9:00p,Denver Nuggets,103,Utah Jazz,105,Box Score,,18776,
Mon Nov 26 2012,10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,19060,
Tue Nov 27 2012,7:00p,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,13687,
Tue Nov 27 2012,7:00p,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,15107,
Tue Nov 27 2012,8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,12907,
Tue Nov 27 2012,10:00p,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,10741,
Tue Nov 27 2012,10:30p,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,18997,
Wed Nov 28 2012,7:00p,San Antonio Spurs,110,Orlando Magic,89,Box Score,,17271,
Wed Nov 28 2012,7:00p,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,14114,
Wed Nov 28 2012,7:30p,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,10162,
Wed Nov 28 2012,7:30p,Brooklyn Nets,95,Boston Celtics,83,Box Score,,18624,
Wed Nov 28 2012,7:30p,Phoenix Suns,77,Detroit Pistons,117,Box Score,,10517,
Wed Nov 28 2012,8:00p,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,21575,
Wed Nov 28 2012,8:00p,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,14603,
Wed Nov 28 2012,8:00p,New York Knicks,102,Milwaukee Bucks,88,Box Score,,11439,
Wed Nov 28 2012,8:00p,Utah Jazz,96,New Orleans Hornets,84,Box Score,,10693,
Wed Nov 28 2012,8:00p,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,18203,
Wed Nov 28 2012,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,19060,
Thu Nov 29 2012,8:00p,San Antonio Spurs,100,Miami Heat,105,Box Score,,19703,
Thu Nov 29 2012,10:30p,Denver Nuggets,105,Golden State Warriors,106,Box Score,,17627,
Fri Nov 30 2012,7:00p,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,13202,
Fri Nov 30 2012,7:00p,Brooklyn Nets,98,Orlando Magic,86,Box Score,,17103,
Fri Nov 30 2012,7:00p,Phoenix Suns,97,Toronto Raptors,101,Box Score,,18246,
Fri Nov 30 2012,7:30p,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,13094,
Fri Nov 30 2012,7:30p,Portland Trail Blazers,78,Boston Celtics,96,Box Score,,18624,
Fri Nov 30 2012,7:30p,Washington Wizards,87,New York Knicks,108,Box Score,,19033,
Fri Nov 30 2012,8:00p,Detroit Pistons,78,Memphis Grizzlies,90,Box Score,,16732,
Fri Nov 30 2012,8:00p,Milwaukee Bucks,85,Minnesota Timberwolves,95,Box Score,,16418,
Fri Nov 30 2012,8:00p,Utah Jazz,94,Oklahoma City Thunder,106,Box Score,,18203,
Fri Nov 30 2012,10:00p,Indiana Pacers,97,Sacramento Kings,92,Box Score,,12544,
Fri Nov 30 2012,10:30p,Denver Nuggets,103,Los Angeles Lakers,122,Box Score,,18997,
Sat Dec 1 2012,7:30p,Portland Trail Blazers,118,Cleveland Cavaliers,117,Box Score,2OT,16624,
Sat Dec 1 2012,7:30p,Brooklyn Nets,89,Miami Heat,102,Box Score,,19961,
Sat Dec 1 2012,8:00p,Philadelphia 76ers,88,Chicago Bulls,93,Box Score,,21607,
Sat Dec 1 2012,8:00p,Utah Jazz,116,Houston Rockets,124,Box Score,,14432,
Sat Dec 1 2012,8:00p,Oklahoma City Thunder,100,New Orleans Hornets,79,Box Score,,14547,
Sat Dec 1 2012,8:30p,Boston Celtics,88,Milwaukee Bucks,91,Box Score,,16581,
Sat Dec 1 2012,8:30p,Memphis Grizzlies,95,San Antonio Spurs,99,Box Score,OT,18581,
Sat Dec 1 2012,9:00p,Detroit Pistons,77,Dallas Mavericks,92,Box Score,,20285,
Sat Dec 1 2012,10:30p,Indiana Pacers,92,Golden State Warriors,103,Box Score,,18623,
Sat Dec 1 2012,10:30p,Sacramento Kings,81,Los Angeles Clippers,116,Box Score,,19060,
Sun Dec 2 2012,12:00p,Phoenix Suns,99,New York Knicks,106,Box Score,,19033,
Sun Dec 2 2012,9:30p,Orlando Magic,113,Los Angeles Lakers,103,Box Score,,18997,
Mon Dec 3 2012,7:00p,Portland Trail Blazers,118,Charlotte Bobcats,112,Box Score,OT,12640,
Mon Dec 3 2012,7:30p,Cleveland Cavaliers,79,Detroit Pistons,89,Box Score,,11352,
Mon Dec 3 2012,8:00p,Milwaukee Bucks,81,New Orleans Hornets,102,Box Score,,12321,
Mon Dec 3 2012,9:00p,Toronto Raptors,110,Denver Nuggets,113,Box Score,,15221,
Mon Dec 3 2012,9:00p,Los Angeles Clippers,105,Utah Jazz,104,Box Score,,19067,
Mon Dec 3 2012,10:30p,Orlando Magic,102,Golden State Warriors,94,Box Score,,18117,
Tue Dec 4 2012,7:00p,Minnesota Timberwolves,105,Philadelphia 76ers,88,Box Score,,13986,
Tue Dec 4 2012,7:00p,Miami Heat,101,Washington Wizards,105,Box Score,,17761,
Tue Dec 4 2012,7:30p,Oklahoma City Thunder,117,Brooklyn Nets,111,Box Score,,17732,
Tue Dec 4 2012,8:00p,Indiana Pacers,80,Chicago Bulls,76,Box Score,,21152,
Tue Dec 4 2012,8:00p,Los Angeles Lakers,105,Houston Rockets,107,Box Score,,18052,
Tue Dec 4 2012,8:00p,Phoenix Suns,98,Memphis Grizzlies,108,Box Score,OT,14481,
Wed Dec 5 2012,7:00p,New York Knicks,100,Charlotte Bobcats,98,Box Score,,18097,
Wed Dec 5 2012,7:00p,Portland Trail Blazers,92,Indiana Pacers,99,Box Score,,11569,
Wed Dec 5 2012,7:30p,Minnesota Timberwolves,94,Boston Celtics,104,Box Score,,18624,
Wed Dec 5 2012,7:30p,Golden State Warriors,104,Detroit Pistons,97,Box Score,,11128,
Wed Dec 5 2012,8:00p,Denver Nuggets,104,Atlanta Hawks,108,Box Score,,14101,
Wed Dec 5 2012,8:00p,Chicago Bulls,95,Cleveland Cavaliers,85,Box Score,,17893,
Wed Dec 5 2012,8:00p,Los Angeles Lakers,103,New Orleans Hornets,87,Box Score,,18449,
Wed Dec 5 2012,8:30p,Milwaukee Bucks,99,San Antonio Spurs,110,Box Score,,18349,
Wed Dec 5 2012,9:00p,Orlando Magic,81,Utah Jazz,87,Box Score,,18078,
Wed Dec 5 2012,10:00p,Toronto Raptors,100,Sacramento Kings,107,Box Score,,12476,
Wed Dec 5 2012,10:30p,Dallas Mavericks,90,Los Angeles Clippers,112,Box Score,,19060,
Thu Dec 6 2012,8:00p,New York Knicks,112,Miami Heat,92,Box Score,,19740,
Thu Dec 6 2012,10:30p,Dallas Mavericks,97,Phoenix Suns,94,Box Score,,17517,
Fri Dec 7 2012,7:00p,Denver Nuggets,92,Indiana Pacers,89,Box Score,,15289,
Fri Dec 7 2012,7:00p,Boston Celtics,94,Philadelphia 76ers,95,Box Score,OT,17921,
Fri Dec 7 2012,7:30p,Washington Wizards,95,Atlanta Hawks,104,Box Score,,13067,
Fri Dec 7 2012,7:30p,Golden State Warriors,109,Brooklyn Nets,102,Box Score,,17732,
Fri Dec 7 2012,7:30p,Chicago Bulls,108,Detroit Pistons,104,Box Score,,17142,
Fri Dec 7 2012,8:00p,Cleveland Cavaliers,73,Minnesota Timberwolves,91,Box Score,,16623,
Fri Dec 7 2012,8:00p,Memphis Grizzlies,96,New Orleans Hornets,89,Box Score,,13698,
Fri Dec 7 2012,8:30p,Charlotte Bobcats,93,Milwaukee Bucks,108,Box Score,,13371,
Fri Dec 7 2012,8:30p,Houston Rockets,92,San Antonio Spurs,114,Box Score,,18581,
Fri Dec 7 2012,9:00p,Toronto Raptors,99,Utah Jazz,131,Box Score,,18069,
Fri Dec 7 2012,9:30p,Los Angeles Lakers,108,Oklahoma City Thunder,114,Box Score,,18203,
Fri Dec 7 2012,10:00p,Orlando Magic,82,Sacramento Kings,91,Box Score,,16305,
Sat Dec 8 2012,3:30p,Phoenix Suns,99,Los Angeles Clippers,117,Box Score,,19060,
Sat Dec 8 2012,7:00p,San Antonio Spurs,132,Charlotte Bobcats,102,Box Score,,17321,
Sat Dec 8 2012,7:00p,Golden State Warriors,101,Washington Wizards,97,Box Score,,15176,
Sat Dec 8 2012,7:30p,Philadelphia 76ers,79,Boston Celtics,92,Box Score,,18624,
Sat Dec 8 2012,7:30p,Detroit Pistons,104,Cleveland Cavaliers,97,Box Score,,16062,
Sat Dec 8 2012,7:30p,New Orleans Hornets,90,Miami Heat,106,Box Score,,19600,
Sat Dec 8 2012,8:00p,New York Knicks,85,Chicago Bulls,93,Box Score,,21852,
Sat Dec 8 2012,8:00p,Dallas Mavericks,116,Houston Rockets,109,Box Score,,15726,
Sat Dec 8 2012,8:00p,Atlanta Hawks,93,Memphis Grizzlies,83,Box Score,,17612,
Sat Dec 8 2012,10:00p,Sacramento Kings,99,Portland Trail Blazers,80,Box Score,,19454,
Sun Dec 9 2012,3:30p,Toronto Raptors,83,Los Angeles Clippers,102,Box Score,,19060,
Sun Dec 9 2012,6:00p,Milwaukee Bucks,97,Brooklyn Nets,88,Box Score,,16390,
Sun Dec 9 2012,7:00p,Indiana Pacers,93,Oklahoma City Thunder,104,Box Score,,18203,
Sun Dec 9 2012,7:30p,Denver Nuggets,106,New York Knicks,112,Box Score,,19033,
Sun Dec 9 2012,8:00p,Orlando Magic,98,Phoenix Suns,90,Box Score,,13565,
Sun Dec 9 2012,9:30p,Utah Jazz,117,Los Angeles Lakers,110,Box Score,,18997,
Mon Dec 10 2012,7:00p,Golden State Warriors,104,Charlotte Bobcats,96,Box Score,,13169,
Mon Dec 10 2012,7:00p,Detroit Pistons,97,Philadelphia 76ers,104,Box Score,,15225,
Mon Dec 10 2012,7:30p,Atlanta Hawks,92,Miami Heat,101,Box Score,,19600,
Mon Dec 10 2012,8:00p,San Antonio Spurs,134,Houston Rockets,126,Box Score,OT,13959,
Mon Dec 10 2012,8:30p,Sacramento Kings,96,Dallas Mavericks,119,Box Score,,19737,
Mon Dec 10 2012,10:00p,Toronto Raptors,74,Portland Trail Blazers,92,Box Score,,16863,
Tue Dec 11 2012,7:00p,New York Knicks,100,Brooklyn Nets,97,Box Score,,17732,
Tue Dec 11 2012,7:00p,Los Angeles Lakers,94,Cleveland Cavaliers,100,Box Score,,19172,
Tue Dec 11 2012,7:30p,Denver Nuggets,101,Detroit Pistons,94,Box Score,,10265,
Tue Dec 11 2012,8:00p,Washington Wizards,77,New Orleans Hornets,70,Box Score,,10076,
Tue Dec 11 2012,9:30p,Los Angeles Clippers,94,Chicago Bulls,89,Box Score,,21571,
Wed Dec 12 2012,7:00p,Cleveland Cavaliers,81,Indiana Pacers,96,Box Score,,11595,
Wed Dec 12 2012,7:00p,Atlanta Hawks,86,Orlando Magic,80,Box Score,,16992,
Wed Dec 12 2012,7:00p,Brooklyn Nets,94,Toronto Raptors,88,Box Score,,18847,
Wed Dec 12 2012,7:30p,Los Angeles Clippers,100,Charlotte Bobcats,94,Box Score,,16786,
Wed Dec 12 2012,7:30p,Golden State Warriors,97,Miami Heat,95,Box Score,,19600,
Wed Dec 12 2012,7:30p,Chicago Bulls,96,Philadelphia 76ers,89,Box Score,,15738,
Wed Dec 12 2012,8:00p,Dallas Mavericks,115,Boston Celtics,117,Box Score,2OT,18624,
Wed Dec 12 2012,8:00p,Washington Wizards,93,Houston Rockets,99,Box Score,,13351,
Wed Dec 12 2012,8:00p,Sacramento Kings,85,Milwaukee Bucks,98,Box Score,,11491,
Wed Dec 12 2012,8:00p,Denver Nuggets,105,Minnesota Timberwolves,108,Box Score,,16444,
Wed Dec 12 2012,8:00p,New Orleans Hornets,88,Oklahoma City Thunder,92,Box Score,,18203,
Wed Dec 12 2012,9:00p,Memphis Grizzlies,80,Phoenix Suns,82,Box Score,,13093,
Wed Dec 12 2012,10:30p,San Antonio Spurs,96,Utah Jazz,99,Box Score,,18710,
Thu Dec 13 2012,7:30p,Charlotte Bobcats,90,Atlanta Hawks,113,Box Score,,13090,
Thu Dec 13 2012,8:00p,Los Angeles Lakers,107,New York Knicks,116,Box Score,,19033,
Thu Dec 13 2012,10:30p,San Antonio Spurs,90,Portland Trail Blazers,98,Box Score,,19118,
Fri Dec 14 2012,7:00p,Philadelphia 76ers,85,Indiana Pacers,95,Box Score,,13538,
Fri Dec 14 2012,7:00p,Golden State Warriors,85,Orlando Magic,99,Box Score,,17040,
Fri Dec 14 2012,7:00p,Dallas Mavericks,74,Toronto Raptors,95,Box Score,,19132,
Fri Dec 14 2012,7:00p,Los Angeles Lakers,102,Washington Wizards,96,Box Score,,20308,
Fri Dec 14 2012,7:30p,Detroit Pistons,105,Brooklyn Nets,107,Box Score,2OT,15797,
Fri Dec 14 2012,7:30p,Milwaukee Bucks,90,Cleveland Cavaliers,86,Box Score,,14146,
Fri Dec 14 2012,8:00p,Boston Celtics,89,Houston Rockets,101,Box Score,,15679,
Fri Dec 14 2012,8:00p,Minnesota Timberwolves,113,New Orleans Hornets,102,Box Score,,14671,
Fri Dec 14 2012,8:00p,Sacramento Kings,103,Oklahoma City Thunder,113,Box Score,,18203,
Fri Dec 14 2012,9:00p,Utah Jazz,84,Phoenix Suns,99,Box Score,,14182,
Fri Dec 14 2012,10:30p,Memphis Grizzlies,94,Denver Nuggets,99,Box Score,,16367,
Sat Dec 15 2012,7:00p,Golden State Warriors,115,Atlanta Hawks,93,Box Score,,15145,
Sat Dec 15 2012,7:30p,Orlando Magic,107,Charlotte Bobcats,98,Box Score,,16217,
Sat Dec 15 2012,7:30p,Indiana Pacers,88,Detroit Pistons,77,Box Score,,13235,
Sat Dec 15 2012,7:30p,Washington Wizards,72,Miami Heat,102,Box Score,,19724,
Sat Dec 15 2012,7:30p,Cleveland Cavaliers,102,New York Knicks,103,Box Score,,19033,
Sat Dec 15 2012,8:00p,Brooklyn Nets,82,Chicago Bulls,83,Box Score,,21866,
Sat Dec 15 2012,8:00p,Dallas Mavericks,106,Minnesota Timberwolves,114,Box Score,OT,18173,
Sat Dec 15 2012,8:30p,Los Angeles Clippers,111,Milwaukee Bucks,85,Box Score,,13691,
Sat Dec 15 2012,8:30p,Boston Celtics,88,San Antonio Spurs,103,Box Score,,18759,
Sat Dec 15 2012,9:00p,Memphis Grizzlies,99,Utah Jazz,86,Box Score,,18183,
Sun Dec 16 2012,1:00p,Houston Rockets,96,Toronto Raptors,103,Box Score,,17863,
Sun Dec 16 2012,6:00p,Los Angeles Lakers,111,Philadelphia 76ers,98,Box Score,,20338,
Sun Dec 16 2012,6:00p,Denver Nuggets,122,Sacramento Kings,97,Box Score,,13327,
Sun Dec 16 2012,9:00p,New Orleans Hornets,94,Portland Trail Blazers,95,Box Score,,18772,
Mon Dec 17 2012,7:00p,Minnesota Timberwolves,93,Orlando Magic,102,Box Score,,16992,
Mon Dec 17 2012,7:30p,Los Angeles Clippers,88,Detroit Pistons,76,Box Score,,13560,
Mon Dec 17 2012,7:30p,Houston Rockets,109,New York Knicks,96,Box Score,,19033,
Mon Dec 17 2012,8:00p,Chicago Bulls,71,Memphis Grizzlies,80,Box Score,,17305,
Mon Dec 17 2012,8:00p,San Antonio Spurs,93,Oklahoma City Thunder,107,Box Score,,18203,
Mon Dec 17 2012,9:00p,Sacramento Kings,90,Phoenix Suns,101,Box Score,,13068,
Tue Dec 18 2012,7:00p,Toronto Raptors,113,Cleveland Cavaliers,99,Box Score,,13233,
Tue Dec 18 2012,7:00p,Atlanta Hawks,100,Washington Wizards,95,Box Score,OT,15123,
Tue Dec 18 2012,7:30p,Utah Jazz,92,Brooklyn Nets,90,Box Score,,15835,
Tue Dec 18 2012,7:30p,Minnesota Timberwolves,92,Miami Heat,103,Box Score,,19862,
Tue Dec 18 2012,8:00p,Boston Celtics,89,Chicago Bulls,100,Box Score,,21825,
Tue Dec 18 2012,8:00p,Indiana Pacers,93,Milwaukee Bucks,98,Box Score,,11739,
Tue Dec 18 2012,8:30p,Philadelphia 76ers,100,Dallas Mavericks,107,Box Score,,20162,
Tue Dec 18 2012,9:00p,San Antonio Spurs,106,Denver Nuggets,112,Box Score,,17092,
Tue Dec 18 2012,10:30p,New Orleans Hornets,96,Golden State Warriors,103,Box Score,,19596,
Tue Dec 18 2012,10:30p,Charlotte Bobcats,100,Los Angeles Lakers,101,Box Score,,18997,
Wed Dec 19 2012,7:00p,Utah Jazz,84,Indiana Pacers,104,Box Score,,13559,
Wed Dec 19 2012,7:00p,Brooklyn Nets,86,New York Knicks,100,Box Score,,19033,
Wed Dec 19 2012,7:00p,Washington Wizards,83,Orlando Magic,90,Box Score,,16893,
Wed Dec 19 2012,7:00p,Detroit Pistons,91,Toronto Raptors,97,Box Score,,17062,
Wed Dec 19 2012,7:30p,Oklahoma City Thunder,100,Atlanta Hawks,92,Box Score,,16284,
Wed Dec 19 2012,7:30p,Cleveland Cavaliers,91,Boston Celtics,103,Box Score,,18624,
Wed Dec 19 2012,8:00p,Philadelphia 76ers,103,Houston Rockets,125,Box Score,,15266,
Wed Dec 19 2012,9:00p,Charlotte Bobcats,104,Phoenix Suns,121,Box Score,,13308,
Wed Dec 19 2012,9:30p,Milwaukee Bucks,80,Memphis Grizzlies,90,Box Score,,16007,
Wed Dec 19 2012,10:00p,Golden State Warriors,127,Sacramento Kings,131,Box Score,,12885,
Wed Dec 19 2012,10:30p,New Orleans Hornets,77,Los Angeles Clippers,93,Box Score,,19188,
Thu Dec 20 2012,7:00p,Oklahoma City Thunder,93,Minnesota Timberwolves,99,Box Score,,17114,
Thu Dec 20 2012,9:30p,Miami Heat,110,Dallas Mavericks,95,Box Score,,20160,
Thu Dec 20 2012,10:00p,Denver Nuggets,93,Portland Trail Blazers,101,Box Score,,19982,
Fri Dec 21 2012,7:00p,Atlanta Hawks,80,Philadelphia 76ers,99,Box Score,,18061,
Fri Dec 21 2012,7:00p,Orlando Magic,90,Toronto Raptors,93,Box Score,,18391,
Fri Dec 21 2012,7:30p,Milwaukee Bucks,99,Boston Celtics,94,Box Score,OT,18624,
Fri Dec 21 2012,7:30p,Indiana Pacers,99,Cleveland Cavaliers,89,Box Score,,14105,
Fri Dec 21 2012,7:30p,Washington Wizards,68,Detroit Pistons,100,Box Score,,13489,
Fri Dec 21 2012,7:30p,Chicago Bulls,110,New York Knicks,106,Box Score,,19033,
Fri Dec 21 2012,8:00p,Dallas Mavericks,82,Memphis Grizzlies,92,Box Score,,17677,
Fri Dec 21 2012,8:30p,New Orleans Hornets,94,San Antonio Spurs,99,Box Score,,17943,
Fri Dec 21 2012,10:30p,Charlotte Bobcats,100,Golden State Warriors,115,Box Score,,19596,
Fri Dec 21 2012,10:30p,Sacramento Kings,85,Los Angeles Clippers,97,Box Score,,19060,
Sat Dec 22 2012,7:00p,Chicago Bulls,75,Atlanta Hawks,92,Box Score,,17782,
Sat Dec 22 2012,7:00p,Detroit Pistons,96,Washington Wizards,87,Box Score,,13104,
Sat Dec 22 2012,7:30p,Utah Jazz,89,Miami Heat,105,Box Score,,20087,
Sat Dec 22 2012,8:00p,Memphis Grizzlies,96,Houston Rockets,121,Box Score,,18029,
Sat Dec 22 2012,8:00p,Indiana Pacers,81,New Orleans Hornets,75,Box Score,,15042,
Sat Dec 22 2012,8:30p,Cleveland Cavaliers,94,Milwaukee Bucks,82,Box Score,,14176,
Sat Dec 22 2012,9:00p,Charlotte Bobcats,88,Denver Nuggets,110,Box Score,,17555,
Sat Dec 22 2012,10:00p,Phoenix Suns,93,Portland Trail Blazers,96,Box Score,,19746,
Sat Dec 22 2012,10:30p,Los Angeles Lakers,118,Golden State Warriors,115,Box Score,OT,19596,
Sun Dec 23 2012,3:00p,Philadelphia 76ers,92,Brooklyn Nets,95,Box Score,,17732,
Sun Dec 23 2012,5:00p,Minnesota Timberwolves,91,New York Knicks,94,Box Score,,19033,
Sun Dec 23 2012,6:00p,Utah Jazz,97,Orlando Magic,93,Box Score,,17721,
Sun Dec 23 2012,7:00p,Dallas Mavericks,91,San Antonio Spurs,129,Box Score,,18581,
Sun Dec 23 2012,8:00p,Los Angeles Clippers,103,Phoenix Suns,77,Box Score,,14741,
Sun Dec 23 2012,9:00p,Portland Trail Blazers,96,Sacramento Kings,108,Box Score,,13244,
Tue Dec 25 2012,12:00p,Boston Celtics,93,Brooklyn Nets,76,Box Score,,17732,
Tue Dec 25 2012,3:00p,New York Knicks,94,Los Angeles Lakers,100,Box Score,,18997,
Tue Dec 25 2012,5:30p,Oklahoma City Thunder,97,Miami Heat,103,Box Score,,20300,
Tue Dec 25 2012,8:00p,Houston Rockets,120,Chicago Bulls,97,Box Score,,22310,
Tue Dec 25 2012,10:30p,Denver Nuggets,100,Los Angeles Clippers,112,Box Score,,19346,
Wed Dec 26 2012,7:00p,Miami Heat,105,Charlotte Bobcats,92,Box Score,,19602,
Wed Dec 26 2012,7:00p,New Orleans Hornets,97,Orlando Magic,94,Box Score,,18846,
Wed Dec 26 2012,7:00p,Cleveland Cavaliers,87,Washington Wizards,84,Box Score,,13846,
Wed Dec 26 2012,7:30p,Detroit Pistons,119,Atlanta Hawks,126,Box Score,2OT,15182,
Wed Dec 26 2012,8:00p,Philadelphia 76ers,99,Memphis Grizzlies,89,Box Score,,16055,
Wed Dec 26 2012,8:00p,Brooklyn Nets,93,Milwaukee Bucks,108,Box Score,,13102,
Wed Dec 26 2012,8:00p,Houston Rockets,87,Minnesota Timberwolves,84,Box Score,,20340,
Wed Dec 26 2012,8:30p,Toronto Raptors,80,San Antonio Spurs,100,Box Score,,18581,
Wed Dec 26 2012,9:00p,Los Angeles Lakers,114,Denver Nuggets,126,Box Score,,19155,
Wed Dec 26 2012,9:00p,New York Knicks,99,Phoenix Suns,97,Box Score,,15153,
Wed Dec 26 2012,9:00p,Golden State Warriors,94,Utah Jazz,83,Box Score,,19404,
Wed Dec 26 2012,10:00p,Sacramento Kings,91,Portland Trail Blazers,109,Box Score,,20545,
Thu Dec 27 2012,8:00p,Dallas Mavericks,105,Oklahoma City Thunder,111,Box Score,OT,18203,
Thu Dec 27 2012,10:30p,Boston Celtics,77,Los Angeles Clippers,106,Box Score,,19552,
Fri Dec 28 2012,7:00p,Phoenix Suns,91,Indiana Pacers,97,Box Score,,15288,
Fri Dec 28 2012,7:00p,Orlando Magic,97,Washington Wizards,105,Box Score,,15789,
Fri Dec 28 2012,7:30p,Charlotte Bobcats,81,Brooklyn Nets,97,Box Score,,17732,
Fri Dec 28 2012,7:30p,Atlanta Hawks,102,Cleveland Cavaliers,94,Box Score,,19443,
Fri Dec 28 2012,7:30p,Miami Heat,99,Detroit Pistons,109,Box Score,,22076,
Fri Dec 28 2012,8:00p,Toronto Raptors,104,New Orleans Hornets,97,Box Score,OT,13968,
Fri Dec 28 2012,8:30p,Denver Nuggets,106,Dallas Mavericks,85,Box Score,,20439,
Fri Dec 28 2012,8:30p,Houston Rockets,116,San Antonio Spurs,122,Box Score,,18581,
Fri Dec 28 2012,9:00p,Los Angeles Clippers,116,Utah Jazz,114,Box Score,,19911,
Fri Dec 28 2012,10:00p,New York Knicks,105,Sacramento Kings,106,Box Score,,16407,
Fri Dec 28 2012,10:30p,Philadelphia 76ers,89,Golden State Warriors,96,Box Score,,19596,
Fri Dec 28 2012,10:30p,Portland Trail Blazers,87,Los Angeles Lakers,104,Box Score,,18997,
Sat Dec 29 2012,7:00p,Indiana Pacers,100,Atlanta Hawks,109,Box Score,,16558,
Sat Dec 29 2012,7:00p,New Orleans Hornets,98,Charlotte Bobcats,95,Box Score,,18110,
Sat Dec 29 2012,7:00p,Toronto Raptors,123,Orlando Magic,88,Box Score,,18846,
Sat Dec 29 2012,7:30p,Cleveland Cavaliers,100,Brooklyn Nets,103,Box Score,,17732,
Sat Dec 29 2012,8:00p,Washington Wizards,77,Chicago Bulls,87,Box Score,,22447,
Sat Dec 29 2012,8:00p,Oklahoma City Thunder,124,Houston Rockets,94,Box Score,,18460,
Sat Dec 29 2012,8:00p,Denver Nuggets,72,Memphis Grizzlies,81,Box Score,,17707,
Sat Dec 29 2012,8:00p,Phoenix Suns,107,Minnesota Timberwolves,111,Box Score,,19356,
Sat Dec 29 2012,8:30p,Miami Heat,85,Milwaukee Bucks,104,Box Score,,18717,
Sat Dec 29 2012,10:00p,Philadelphia 76ers,85,Portland Trail Blazers,89,Box Score,,20569,
Sat Dec 29 2012,10:30p,Boston Celtics,83,Golden State Warriors,101,Box Score,,19596,
Sun Dec 30 2012,7:30p,San Antonio Spurs,111,Dallas Mavericks,86,Box Score,,19928,
Sun Dec 30 2012,7:30p,Milwaukee Bucks,94,Detroit Pistons,96,Box Score,,14219,
Sun Dec 30 2012,9:00p,Boston Celtics,96,Sacramento Kings,118,Box Score,,15305,
Sun Dec 30 2012,9:30p,Utah Jazz,96,Los Angeles Clippers,107,Box Score,,19111,
Mon Dec 31 2012,3:00p,Charlotte Bobcats,91,Chicago Bulls,81,Box Score,,21986,
Mon Dec 31 2012,3:00p,Memphis Grizzlies,83,Indiana Pacers,88,Box Score,,14979,
Mon Dec 31 2012,5:00p,Miami Heat,112,Orlando Magic,110,Box Score,OT,19311,
Mon Dec 31 2012,7:00p,Atlanta Hawks,104,Houston Rockets,123,Box Score,,18160,
Mon Dec 31 2012,7:00p,Brooklyn Nets,73,San Antonio Spurs,104,Box Score,,18581,
Mon Dec 31 2012,8:00p,Phoenix Suns,96,Oklahoma City Thunder,114,Box Score,,18203,
Tue Jan 1 2013,6:00p,Dallas Mavericks,103,Washington Wizards,94,Box Score,,14456,
Tue Jan 1 2013,7:30p,Sacramento Kings,97,Detroit Pistons,103,Box Score,,12175,
Tue Jan 1 2013,7:30p,Portland Trail Blazers,105,New York Knicks,100,Box Score,,19033,
Tue Jan 1 2013,8:00p,Atlanta Hawks,95,New Orleans Hornets,86,Box Score,,12712,
Tue Jan 1 2013,9:00p,Los Angeles Clippers,78,Denver Nuggets,92,Box Score,,19155,
Tue Jan 1 2013,10:30p,Philadelphia 76ers,103,Los Angeles Lakers,99,Box Score,,18997,
Wed Jan 2 2013,7:00p,Sacramento Kings,97,Cleveland Cavaliers,94,Box Score,,12331,
Wed Jan 2 2013,7:00p,Washington Wizards,81,Indiana Pacers,89,Box Score,,11182,
Wed Jan 2 2013,7:00p,Chicago Bulls,96,Orlando Magic,94,Box Score,,18846,
Wed Jan 2 2013,7:00p,Portland Trail Blazers,79,Toronto Raptors,102,Box Score,,18117,
Wed Jan 2 2013,7:30p,Memphis Grizzlies,93,Boston Celtics,83,Box Score,,18624,
Wed Jan 2 2013,7:30p,Dallas Mavericks,109,Miami Heat,119,Box Score,OT,20102,
Wed Jan 2 2013,8:00p,New Orleans Hornets,92,Houston Rockets,104,Box Score,,18198,
Wed Jan 2 2013,8:00p,San Antonio Spurs,117,Milwaukee Bucks,110,Box Score,,15084,
Wed Jan 2 2013,8:00p,Brooklyn Nets,110,Oklahoma City Thunder,93,Box Score,,18203,
Wed Jan 2 2013,9:00p,Philadelphia 76ers,89,Phoenix Suns,95,Box Score,,16034,
Wed Jan 2 2013,9:00p,Minnesota Timberwolves,84,Utah Jazz,106,Box Score,,19120,
Wed Jan 2 2013,10:30p,Los Angeles Clippers,94,Golden State Warriors,115,Box Score,,19596,
Thu Jan 3 2013,7:30p,San Antonio Spurs,83,New York Knicks,100,Box Score,,19033,
Thu Jan 3 2013,9:00p,Minnesota Timberwolves,101,Denver Nuggets,97,Box Score,,16921,
